doc id,subcorpus,seeds,date,annotator,conspiracy,relatedness
C0590c,conspiracy,coronavirus,NULL,ANN4,N,C
C0592a,conspiracy,coronavirus,2011-10-25,ANN4,N,N
C0593b,conspiracy,coronavirus,NULL,ANN4,Y,C
C0596e,conspiracy,coronavirus,2020-03-03,ANN4,Y?,C
C05976,conspiracy,coronavirus,NULL,ANN4,N,N
C0597c,conspiracy,coronavirus,2020-04-24,ANN4,Y,B
C059f4,conspiracy,coronavirus,2020-03-14,ANN4,N,C
C059f5,conspiracy,coronavirus,2020-02-06,ANN4,Y,C
C05a48,conspiracy,coronavirus,2020-04-02,ANN4,Y,C
C05a85,conspiracy,coronavirus,NULL,ANN4,Y,C
C05a96,conspiracy,coronavirus,NULL,ANN4,N,B
C05aa2,conspiracy,coronavirus,2020-05-08,ANN4,N,C
C05aaf,conspiracy,coronavirus,2020-04-24,ANN4,N,C
C05ab9,conspiracy,coronavirus,NULL,ANN4,N,C
C05ac1,conspiracy,coronavirus,2020-04-26,ANN4,N,C
C05b08,conspiracy,coronavirus,2020-04-10,ANN4,Y,B
C05b12,conspiracy,coronavirus,NULL,ANN4,Y,C
C05b37,conspiracy,coronavirus,NULL,ANN4,N,C
C05b8f,conspiracy,coronavirus,2020-04-03,ANN4,Y,C
C05b93,conspiracy,coronavirus,2020-05-18,ANN4,Y,C
C05b95,conspiracy,coronavirus,2020-05-11,ANN4,Y,C
C05c07,conspiracy,coronavirus,NULL,ANN4,N,C
C05ca7,conspiracy,coronavirus,2020-04-15,ANN4,N,C
C05ce7,conspiracy,coronavirus,NULL,ANN4,N,C
C05cfe,conspiracy,coronavirus,2020-03-02,ANN4,N,N
C05d31,conspiracy,coronavirus,2020-04-09,ANN4,Y,C
C05d6c,conspiracy,coronavirus,NULL,ANN4,N,C
C05d73,conspiracy,coronavirus,NULL,ANN4,N,B
C05d81,conspiracy,coronavirus,NULL,ANN4,N,C
C05e1b,conspiracy,coronavirus,NULL,ANN4,N,C
C05e1f,conspiracy,coronavirus,NULL,ANN4,N,C
C05ec9,conspiracy,coronavirus,2020-04-01,ANN4,N,C
C05ee6,conspiracy,coronavirus,2020-03-30,ANN4,N,C
C05efd,conspiracy,coronavirus,NULL,ANN4,N,C
C05f16,conspiracy,coronavirus,NULL,ANN4,N,C
C05f35,conspiracy,coronavirus,2020-04-22,ANN4,Y,C
C05f3a,conspiracy,coronavirus,2020-04-18,ANN4,Y,C
C05f3b,conspiracy,coronavirus,2020-05-12,ANN4,N,C
C05f9c,conspiracy,coronavirus,2020-04-24,ANN4,N,B
C05fc7,conspiracy,coronavirus,NULL,ANN4,N,C
C05ffc,conspiracy,coronavirus,NULL,ANN4,N,B
C05ffe,conspiracy,coronavirus,NULL,ANN4,Y,C
C0601f,conspiracy,coronavirus,2020-04-04,ANN4,N,C
C06034,conspiracy,coronavirus,NULL,ANN4,N,C
C0603b,conspiracy,coronavirus,NULL,ANN4,N,C
C060d1,conspiracy,coronavirus,2020-03-28,ANN4,N,C
C060e9,conspiracy,coronavirus,NULL,ANN4,N,C
C06106,conspiracy,coronavirus,NULL,ANN4,N,C
C0610f,conspiracy,coronavirus,2020-04-21,ANN4,N,C
C0611b,conspiracy,coronavirus,NULL,ANN4,N,C
C06151,conspiracy,coronavirus,NULL,ANN4,Y,C
C06157,conspiracy,coronavirus,2020-03-09,ANN4,N,C
C061b1,conspiracy,coronavirus,NULL,ANN4,N,C
C061c8,conspiracy,coronavirus,NULL,ANN4,N,C
C0620c,conspiracy,coronavirus,2020-04-23,ANN4,Y,C
C0620e,conspiracy,coronavirus,2020-02-01,ANN4,N,C
C0627c,conspiracy,coronavirus,2020-02-11,ANN4,Y,C
C06286,conspiracy,coronavirus,NULL,ANN5,Y,B
C0629a,conspiracy,coronavirus,2020-05-17,ANN5,N,C
C062b2,conspiracy,coronavirus,2020-04-16,ANN5,N,C
C06319,conspiracy,coronavirus,NULL,ANN5,Y,B
C0632b,conspiracy,coronavirus,NULL,ANN5,N,C
C06334,conspiracy,coronavirus,2020-05-10,ANN5,Y,C
C06369,conspiracy,coronavirus,NULL,ANN5,Y,C
C0636c,conspiracy,coronavirus,2020-03-31,ANN5,N,C
C0637a,conspiracy,coronavirus,2020-05-12,ANN5,N,C
C06391,conspiracy,coronavirus,2020-04-25,ANN5,Y,C
C063a0,conspiracy,coronavirus,2020-05-12,ANN5,Y,B
C06412,conspiracy,coronavirus,2020-05-23,ANN5,Y,B
C06419,conspiracy,coronavirus,2020-05-19,ANN5,Y,C
C064a5,conspiracy,coronavirus,2020-05-15,ANN5,N,C
C064e2,conspiracy,coronavirus,NULL,ANN5,N,C
C064eb,conspiracy,coronavirus,2020-04-05,ANN5,Y,N
C064fd,conspiracy,coronavirus,2020-05-05,ANN5,Y,C
C06532,conspiracy,coronavirus,NULL,ANN5,Y,C
C06534,conspiracy,coronavirus,2020-04-16,ANN5,Y,B
C0655a,conspiracy,coronavirus,NULL,ANN5,N,C
C0657d,conspiracy,coronavirus,2020-04-08,ANN5,N,C
C065db,conspiracy,coronavirus,2020-04-29,ANN5,N,C
C0660b,conspiracy,coronavirus,NULL,ANN5,Y,N
C06621,conspiracy,coronavirus,NULL,ANN5,N,C
C06670,conspiracy,coronavirus,NULL,ANN5,Y,C
C06695,conspiracy,coronavirus,NULL,ANN5,N,C
C0669b,conspiracy,coronavirus,2020-04-21,ANN5,Y,C
C066a6,conspiracy,coronavirus,2020-04-24,ANN5,N,C
C066e4,conspiracy,coronavirus,NULL,ANN5,N,N
C06748,conspiracy,coronavirus,2020-04-17,ANN5,Y,C
C067c0,conspiracy,coronavirus,2020-04-13,ANN5,Y,C
C067d2,conspiracy,coronavirus,NULL,ANN5,Y,C
C067d8,conspiracy,coronavirus,NULL,ANN5,Y,C
C06843,conspiracy,coronavirus,2020-04-08,ANN5,Y,C
C06855,conspiracy,coronavirus,2020-04-30,ANN5,N,C
C06929,conspiracy,coronavirus,2020-03-20,ANN5,Y,C
C0692e,conspiracy,coronavirus,2020-02-23,ANN5,Y,C
C0695f,conspiracy,coronavirus,NULL,ANN5,N,C
C06985,conspiracy,coronavirus,2020-03-07,ANN5,Y,C
C06999,conspiracy,coronavirus,2020-03-27,ANN5,Y,N
C069a9,conspiracy,coronavirus,2020-05-14,ANN5,Y,B
C069b4,conspiracy,coronavirus,2020-04-12,ANN5,Y,C
C069bf,conspiracy,coronavirus,2020-04-04,ANN5,N,B
C069dc,conspiracy,coronavirus,2020-03-08,ANN5,N,C
C069e1,conspiracy,coronavirus,2020-02-10,ANN5,N,B
C06a94,conspiracy,coronavirus,NULL,ANN5,Y,C
C06af2,conspiracy,coronavirus,2020-04-13,ANN5,Y,C
C06b10,conspiracy,coronavirus,NULL,ANN5,Y,B
C06b23,conspiracy,coronavirus,2011-02-17,ANN5,Y,N
C06b96,conspiracy,coronavirus,2020-04-08,ANN5,Y,C
C06bb9,conspiracy,coronavirus,NULL,ANN5,N,C
C06c30,conspiracy,coronavirus,2020-03-31,ANN5,N,C
C06c49,conspiracy,coronavirus,2020-05-17,ANN5,N,C
C06cd7,conspiracy,coronavirus,2020-04-01,ANN5,Y,C
C06d55,conspiracy,coronavirus,NULL,ANN5,N,C
C06da9,conspiracy,coronavirus,NULL,ANN5,N,B
C06dd1,conspiracy,coronavirus,NULL,ANN5,Y,B
C06e0a,conspiracy,coronavirus,2020-04-06,ANN5,N,C
C06e40,conspiracy,coronavirus,2020-05-12,ANN5,Y,C
C06f1d,conspiracy,coronavirus,2020-03-23,ANN5,N,C
C06f2b,conspiracy,coronavirus,NULL,ANN5,Y,C
C06f47,conspiracy,coronavirus,2020-02-06,ANN5,N,C
C06f74,conspiracy,coronavirus,2020-04-18,ANN5,Y,C
C06f9a,conspiracy,coronavirus,2020-05-09,ANN5,Y,C
C06ff3,conspiracy,coronavirus,2020-05-19,ANN5,Y,C
C07035,conspiracy,coronavirus,2020-01-30,ANN5,Y,C
C07158,conspiracy,coronavirus,2020-04-30,ANN5,N,N
C0715a,conspiracy,coronavirus,2020-05-13,ANN5,Y,C
C07188,conspiracy,coronavirus,2020-05-06,ANN5,Y,C
C071db,conspiracy,coronavirus,2020-04-15,ANN5,Y,C
C07211,conspiracy,coronavirus,NULL,ANN5,Y,B
C07234,conspiracy,coronavirus,2020-03-28,ANN5,Y,C
C07242,conspiracy,coronavirus,2020-03-23,ANN5,Y,B
C07243,conspiracy,coronavirus,2020-05-12,ANN5,N,C
C07247,conspiracy,coronavirus,2017-08-25,ANN5,N,N
C072b1,conspiracy,coronavirus,NULL,ANN5,Y,C
C072f8,conspiracy,coronavirus,2020-03-30,ANN5,Y,C
C0730b,conspiracy,coronavirus,NULL,ANN5,Y,C
C0731f,conspiracy,coronavirus,NULL,ANN5,N,C
C07349,conspiracy,coronavirus,NULL,ANN5,Y,C
C07419,conspiracy,coronavirus,2020-03-20,ANN1,N,B
